sean-fhotharach seanfhothrach
sean-Ghaedheal sean-Ghael
sean-Ghaedhil sean-Ghaeil
Sean-Ghaedhilg Sean-Ghaeilge
sean-Ghaedhilge sean-Ghaeilge
sean-Ghaedhilgeoirí sean-Ghaeilgeoirí
sean-Ghaedhilgeóirí sean-Ghaeilgeoirí
sean-Ghaedhlaibh sean-Ghaeil
sean-Ghaedhlibh sean-Ghaeil
sean-ghiúiseach seanghiúsach
sean-mhrá seanmhná
sean-nidhthe sean-nithe
sean-seanchaidhthe sean-seanchaithe
sean-sgairt seanscairt
sean-sgeach seansceach
sean-sgian seanscian
sean-sgoláire seanscoláire
sean-thinncéar seantincéir
sean-tsaoghal seansaol
sean-Éireannachaibh sean-Éireannaigh
seana-chaorach seanchaorach
seana-phuidheach seanfach
seana-phuídheach seanfach
seana-sgríbhinn seanscríbhinn
seanafuíach seanfach
seanamhránuidhthe seanamhránaithe
seanamóireacht seanmóireacht
seanchadh seanchaithe
Seanghaedhilge Sean-Ghaeilge
seanmóiniú seanmóireacht
seannach sionnach
searach searrach
searbhfhoghanta searbhónta
searbhfhoghantuidhthe searbhóntaí
searbhfhóghanta searbhónta
searbhfóghanta searbhónta
searbhúsach searbhasach
seartha searrtha
seas-amach seasmhach
seascarach seascair
seasidh seasaigí
seasmach seasmhach
seasochaidh seasfaidh
seasuighidh-se seasaigíse
sec soic
secuind soicindí
secund soicind
seicreadacha sicréideacha
seinid seinneann siad
seinn-se seinnse
seinnean seinneann
seinnid seinneann
seinnídh seinnigí
seirg-easnacha seargeasnacha
Seochrughadh Siochrú
sesean seisean
seáirseant sáirsint
seán-bhéitheach seanbheithíoch
seólaim-se seolaimse
seóltha seolta
sgafanta scafánta
sgafta scata
sgalaidheach callóideach
sgalaoideach callóideach
sgaloídeach callóideach
sganalach scannalach
sgannradhach scanrúil
sgannruigheach scanrúil
sgaoilean scaoileann
sgaoilid scaoileann siad
sgaoiltheach scaoilteach
sgaoíl scaoil
sgaoíleas scaoil
sgaoílimís scaoilimis
sgapadar scaipeadar
sgapfadh scaipfeadh
sgaptha scaipthe
sgaraid scarann siad
sgaramaois scaraimis
sgaras-sa scar mise
sgarfinn scarfainn
sgarthannach scarthanach
sgathánach scáthánach
sgeachach sceachach
sgeannadh sceanadh
sgeartadar scairteadar
sgeartaid scairteann siad
sgeartfadh scairtfeadh
sgeich sceach
sgeinnfad-sa scinnfidh mise
sgeultha scéalta
sgeólta scéalta
sgiain scian
sgiath-cosanta sciath
sgiathána sciatháin
sgiobáil sciobóil
sgith scíth
sgithe scíthe
sgofánta scafánta
sgoilfadh scoiltfeadh
sgoilfeadh scoiltfeadh
Sgoithinneach Scoithíneach
sgolabánta scolbánta
sgreablach screablach
sgreadaoil screadach
sgriach scréach
sgribhinne scríbhinne
sgriobhnorach scríbhneoirí
sgriobhthar scríobhtar
sgriptiúir scrioptúr
sgriudú scrúdú
sgrogadh scrogaireacht
sgréachadh scréachach
sgrí scríobh
sgríbh-se scríobhsa
sgríobhthar scríobhtar
sgrúid-cheisteanna scrúdcheisteanna
sgrúidcheisteanna scrúdcheisteanna
sguabhadh scuabadh
sguaib scuab
sguainthe scuainí
sguradar scoireadar
sguradh scor
sguradh scoradh
sgáileach scáileach
sgáinneach scáineach
sgáirt scairt
sgárruigheach scanrúil
sgáth-bholgacha scáthbholgacha
sgáth-éadach scáthéadach
sgéal-ne scéalsa
sgéal-sa scéalsa
sgéaltha scéalta
sgéalthach scéalach
sgéimh-chruthach sciamhchruthach
sgéimheach sciamhach
Shacsana Shasana
Shacsona Shasana
shagartaibh shagairt
shaghdú shaighdeadh
Shagsanachaibh Shasanaigh
shaidhbhiriú shaibhriú
shaoilim-se sílimse
shaornáisiúnaibh shaornáisiúin
shaoruigh shaor
Shasanna Shasana
Shasna Shasana
sheachtarach sheachtrach
Shean-Ghaedheal Shean-Ghael
Shean-Ghaedhealaibh Shean-Ghaeil
Shean-Ghaedhilge Shean-Ghaeilge
shean-mhnaoi sheanbhean
shean-sgairt sheanscairt
sheana-hata sheanhata
sheanmóiniú sheanmóireacht
shearbhfhóghanta shearbhónta
shearbhfóghanta shearbhónta
sheasuighmair-ne sheasamarna
shicreodhtha shiocreoite
shingileáil shingleáil
shinte shínte
shiné sin é
shiollabh shiolla
shiubail shiúil
shiubhailmuid shiúlaimid
shiubhaluigheas shiúil mé
shiubhladh shiúlfadh
shiubhlas shiúil mé
shiubhlas-sa shiúil mise
shiubhlóghainn shiúlfainn
shiúbhalfainn-se shiúlfainnse
shiúbhlóghainn shiúlfainn
shlighthibh shlite
shluaigh-sídh shlua sí
shluaightibh shluaite
shluigfeadh shlogfadh
shlíoguighthe shlíoctha
shlóghaibh shluaite
shlóightibh shluaite
shmuainigh smaoinigh
shnaidhte shnoite
shocaracht shocracht
shocaruígheas shocraigh mé
shocruig shocraigh
sholumnú shollúnú
shonadh shona
shonanta shoineanta
shothuigsinte shothuigthe
shuideadar shuíodar
shuidheamair-ne shuíomarna
shuidhiughadh shuíomh
shuidhmuid shuíomar
shuídhe shuí
shábhlóchadh shábhálfadh
shábhálóchadh shábhálfadh
shábáil shábháil
shádhadar shádar
shághamair shámar
sháiseochadh shásódh
sháiseóchadh shásódh
shámh-chodladh shámhchodladh
shár-áluinn shárálainn
shásochadh shásódh
shásóghadh shásódh
sháthadar shádar
shílfheá shílfeá
shílim-se shílimse
shílmid shíleamar
shíolradar shíolraíodar
shíorruí shíoraí
shítheólta shíothóilte
shói-dheunta shodhéanta
Shóibhéataibh Shóivéidí
shóiséalach shóisialach
shóiséalaidhe shóisialaí
shóiséalaidhthe shóisialaithe
shóruigh shonraigh
shúghfadh shúfadh
shúilibh-se shúilese
shúla shúile
shúncálas shuncáil mé
shúraiceóch shúraiceodh
siabortha siabhartha
siadh sia
siadh siad
siadhbhartha siabhartha
sidiad siod
sinn-na sinne
sinne-ne sinne
sinnsearaibh sinsir
sinte sínte
siollabh siollaí
siollabha siolla
sioscaithe siosctha
siosgarnacha siosarnacha
siosmathach siosmach
sitheóilte síothóilte
siubhlaidh siúlaigí
siuileann siúlann
siul-paithe siolptha
siúbhalaigh siúil
siúbhrálta siúráilte
siúráltha siúráilte
slaimiceálta slaimiceáilte
slaitin slaitín
sleagha sleánna
sleaghtha sleánna
sleamhne sleamhaine
sleamhnuígheas shleamhnaigh mé
sleibhte sléibhte
slonnta sloinn
slonnta sloinnte
sluagh-theach sluatheach
sluaghaibh sluaite
sluaightheach sluatheach
sluaightibh sluaite
sluasad-bhilleogach sluasaidbhileogach
sluigfeadh slogfadh
sluigithe slogtha
sluigthe slogtha
sluinn-each sloinneach
sluinneach sloinneach
sléibh sliabh
sléibhthe sléibhte
slíghthe slite
slíocthuighthe slíoctha
slíthe slite
slóghaibh sluaite
slóigh slua
slóighthe sluaite
slóightibh sluaite
smaoi smaoinigh
smaoi'tiughadh smaoineamh
smaoiteadh smaoiníodh
smathamh smeámh
smeadarálta smeadráilte
smior-chailleach smior chailleach
smuainidh smaoinigh
smuantiughadh smaoineamh
smuaín smaoinigh
smuaínighim smaoiním
smuaínte smaointe
sméartha smeartha
sméartha sméara
snadhmanach snaidhmeach
snaidhmighthe snaidhmthe
snaidhte snoite
snaoidhte snoite
sneachtadh sneachta
sneacta sneachta
sniugadh sniogadh
snuidhte snoite
snuimthe snaidhmthe
so-charthannacha socharthanacha
so-chóimhlíonta so-chomhlíonta
so-fhadaighthe sofhadaithe
so-fhaduighthe sofhadaithe
so-fheicsithe sofheicthe
so-fheiscthe sofheicthe
so-fhuilngthe sofhulaingthe
so-loghthach solathach
so-sgannruighthe so-scanraithe
so-sgriosta soscriosta
so-sháithte so-sháite
so-thuigseannach sothuisceanach
so-thuigsionach sothuisceanach
so-thuigsionnach sothuisceanach
so-thuisgionta sothuigthe
sobháilceach suáilceach
sobul sobal
socamhlach sócúlach
socaracht socracht
socaruighmís socraímis
socruigthe socraithe
sofheisgithe sofheicthe
sofheisgthe sofheicthe
soghluiste soghluaiste
soh só
soi-dhiubhraigthe sodhiúractha
soighteach soitheach
soilléartha soiléir
soiléighte soléite
soimheanmnach somheanmnach
soinneanta soineanta
soishínte soshínte
solas-lagharacha solasladhracha
solmánta sollúnta
soluightheach solathach
solusda solasta
solusmhar solasmhar
solásach sólásach
somharbhtha so-mharaithe
sonnrádhach sonrach
sonradhach sonrach
soísgéal soiscéal
spadanta spadánta
speóis spéis
spiochadh spochadh
spisialta speisialta
spolaí spólaí
sprideálta spioradálta
sprigeálta spruigeála
sprigeáltha spruigeála
spriocálta sprioctha
spriún-laighthe sprionlaithe
spriúnlaighthe sprionlaithe
spriúnlaithe sprionlaithe
spriúnlaitheacht sprionlaitheacht
spriúnluithe sprionlaithe
sprúchta spriúchta
spéar spéir
spórtacha spórtúla
spóráil spáráil
sraethartach sraothartach
sreathnuighthe srathnaithe
sroisean sroicheann
srothán sruthán
srónta sróna
srónú srónaíl
stadaid stadann siad
stadaig stadaigí
stadan stadann
stadfainn-se stadfainnse
staidhre staighre
stair-sheanchus stairsheanchas
stairidhthe staraithe
stancadh stangadh
stannctha stangtha
stapadh stopadh
staracha startha
stataithe stadta
stath stoith
steach isteach
steala-mhagadh steallmhagadh
stealadh stealladh
stealadh-mhagadh steallmhagadh
stig istigh
stiucaithe stiúgtha
stiucuithe stiúgtha
stiúcaighthe stiúgtha
stiúctha stiúgtha
stiúcuighthe stiúgtha
stiúróchadh stiúrfadh
stolta stollta
stracaithe sractha
stramptha stromptha
straoile sraoill
stroicthe stróicthe
strompaighthe stromptha
strompuighthe stromptha
stroncadh stangadh
strumptha stromptha
strumpuighthe stromptha
strupálta struipeáilte
strupáltha struipeáilte
stráighleach sceamhaíl
stróinséar strainséir
stuaidh-bhean stuabhean
stualálta stuáilte
stuamtha stuama
stuideurtha staidéarach
stuidéartha staidéarach
stuirm stoirm
stulcaighthe stalctha
stumpaighthe stromptha
stáiste stáitse
stéid-each stéadeach
stíbhard stíobhard
stíobhart stíobhard
stúmpa stumpa
stúáilte stuáilte
suaineasach suaimhneasach
suartlach suaitreach
subhailce suáilce
subhailceach suáilceach
sudóg sodóg
sugach súgach
sugh-chaithte súchaite
sughach subhach
sugradh súgradh
sugán súgán
suibhalta siúlta
suidheam-na suímisne
suidhean suíonn
suidhid suíonn siad
suidhidh-se suígíse
suidhig suígíse
suidhiughadh suíomh
suidhmhte suite
suidhmid suímid
sunradhach sonrach
suídhe suí
suídhte suite
sácraimínte sacraiminte
sácraimíntí sacraimintí
sácramínt sacraimint
sáir-neimhneach sárnimhneach
sáir-nímhneach sárnimhneach
sáirgent sáirsint
sáitte sáite
sámh-chodladh sámhchodladh
sánntach santach
sár-aithnighthe sáraitheanta
sár-euchtach sáréachtach
sár-imnidheach sárimníoch
sár-thaithneamhach sárthaitneamhach
sástach sásta
Séafradh Séafraidh
Séaghainín Seáinín
séamhadh séú
sédeug sé déag
sédéag sé déag
séibhialta sibhialta
séid-se séidse
séideach séideadh
séidean séideann
séimh-bhéalta sibhialta
séimh-inntinneach séimhintinneach
séimhbhéalta sibhialta
séimhialta sibhialta
séisean seisean
sémhadh séú
séo seo
séolta seolta
síbh-se sibhse
síbhialtha sibhialta
sífireóireacht síofróireacht
sífireóireachta síofróireacht
síghle síle
síghnithe sínithe
sílean síleann
sílim-se sílimse
Símon Síomón
sínean síneann
sínfad-sa sínfidh mise
sínfhe sínfidh
sínim-se sínimse
sínn sinn
síoltha síolta
síor-machtnamh síormhachnamh
síor-mheabhrughadh síormheabhrú
síor-shiúbhlacha síorshiúlacha
síorruí síoraí
síorthaidh síoraí
sítheóilthe síothóilte
sóghluiste soghluaiste
sói-dheunta sodhéanta
sói-léigthe soléite
sóisgéalaidhthe soiscéalaithe
sóiséalach sóisialach
sóiséalaidhthe sóisialaithe
sóitheach soitheach
sórrughadh sonrú
sórruigheach sonraíoch
sóruigheach sonraíoch
súbhach subhach
súghfadh shúfadh
súghfar súfar
súgra súgradh
súil-osgailte súiloscailte
súla súile
t-anbhruithe t-anraith
t-arcluachra t-earc luachra
t-Athair tAthair
t-itheadóir t-iteoir
t-oighean t-oigheann
t-ologón t-olagón
t-sean-Ghaedhilg tSean-Ghaeilge
t-sudóg tsodóg
t-Árd-Easbog tArd-Easpag
t-árd-thuairisgeoir t-ardtuairisceoir
t-árdchonstábla t-ardchonstábla
t-ím t-im
t-úbhall t-úll
tabarnacul taibearnacal
tabernacul taibearnacal
tabhair-se tabhairse
tabhairfadh thabharfadh
tabhairfeá thabharfá
tabhairfinn thabharfainn
tabharfadh dtabharfadh
tabharfaidís thabharfaidís
tabharfainn thabharfainn
tabharfamíd tabharfaimid
tabharfidís thabharfaidís
tabharfád tabharfaidh mé
tabhartach tabhartasach
tabhrfaimíd tabharfaimid
tabháchtach tábhachtach
tachdta tachta
tachtha tachta
tachttha tachta
tadhad taghd
tadhadach taghdach
tagaid dtagann siad
tagaid tagann
tagaidh tagaigí
tagas tagann
taid tá siad
taidhbhreadh taibhreamh
taidhbhreadh taibhríodh
taidhreamh taibhreamh
taidhrithe taibhrimh
taidhseach taibhseach
taigí tagaigí
tailc-iorrtha talchair
tailiúr táilliúir
taim-se táimse
taimíd táimid
tainig tháinig
tairbh-theacha tairbheacha
tairbhtheach tairbheach
tairbhtheacha tairbheacha
tairbhthí tairbhí
tairgeach tabharthach
tairicthe tarraingthe
tairigeadh tairgeadh
tairigí tagaigí
tairingighean tarraingíonn
tairinigidh tarraingígí
tairngeadh tarraingíodh
tairngidhe tairní
tairngireacht tairngreacht
tairngthe tarraingthe
tairricthe tarraingthe
tairrig tarraing
tairrngidh tarraingígí
tairéis tar éis
tais-beánaid taispeánann siad
taisbeáinfí thaispeánfaí
taisbeánaid taispeánann siad
taisbeánan taispeánann
taisbeánfadh thaispeánfadh
taisbeánfí thaispeánfaí
taisbéan taispeáin
taisbéan-faidh taispeánfaidh
taisbéanaidh taispeánann
taisbéanan taispeánann
taisbéanfaidh taispeánfaidh
taisgithe taiscthe
taisiriú taisriú
taite togha
taite táite
taithiceach taithíoch
taithigeach taithíoch
taithightheacha taithíocha
taithneachtáil taitneamh
taithneamhnach taitneamhach
taithneochadh thaitneodh
taithneóchadh thaitneodh
taithnfadh thaitneodh
taithnfeadh thaitneodh
taithíghe taithí
taithígheach taithíoch
taitneamacha taitneamhacha
talant tallann
talanta tallanna
tamaoid táimid
tamuid táimid
tamáilte támáilte
tanuighste tanaithe
taodhmtha taomtha
taoi-se tá tusa
taoim táim
taoin tá tú
taoir tá tú
taoisgthe taosctha
taosgaithe taosctha
taoí tá tú
taoí-se tá tusa
taoín tá tú
tar-sa tarsa
tarac tarraingt
tarainge tarraingt
taraingeadh tarraingíodh
taraingean tarraingíonn
taraingthe tarraingthe
taraint tarraingt
targair tairngir
tarnigheann tarraingíonn
tarraig tarraing
tarraigeadh tarraingíodh
tarraigean tarraingíonn
tarraigthe tarraingthe
tarraingid tarraingíonn siad
tarraingidh tarraingígí
tarrainigidh tarraingígí
tarrnochttha tarnocht
tarruinghthe tarraingthe
tasbáineann taispeánann
tasbáintear taispeántar
tasbánadh taispeáint
tasbánadh taispeánadh
taspeáinidís taispeánaidís
tathaiceach tathagach
tathas táthar
taím táim
tcífidh feicfidh
tcím feicim
teacha teach
teacht-isteach teacht
teachtaireácht teachtaireacht
teagosc teagasc
teagtha tagtha
teampoill teampaill
teampol teampall
teampoll teampall
teana déan
teanam téanam
teanamh déanamh
teanaíg téanaigí
teangamháil teagmháil
teangcacha teangacha
teangmhachtáil teagmháil
teann-asnach teannasach
teannam téanam
teasdabháil teastáil
teaspeáin taispeáin
teastabháil teastáil
teastuíon teastaíonn
teastál teastáil
teastóchadh dteastódh
teastóchadh theastódh
teichid teitheann siad
teidheann téann
teidhimís téimis
teidhir téigh
teidhir-se téann tusa
teidiol teideal
teighidh téigí
teighir téigh
teighlach teaghlach
teighleach teaghlach
teighre téigh
teithean teitheann
teorainnteach teorantach
teánam téanaimis
teánn teann
teídhid téann siad
teír téigh
teórainnteach teorantach
thabarfadh thabharfadh
thabhairfinn thabharfainn
thabharfinn-se thabharfainnse
thabharfá-sa thabharfása
thabhrfadh thabharfadh
thachttha thachta
thagaid thagann siad
thagaim-se thagaimse
thainiceadar thángadar
thainigh tháinig
thairi-gíomair thairgeamar
thairi-gíos thairg mise
thairigíomair thairgeamar
thairng tharraing
thairngigheadar tharraingíodar
thairrig thairg
thairrig tharraing
thairringeóchadh tharraingeodh
thaisbeánadar thaispeánadar
thaisbeánan thaispeánann
thaisbeánfinn thaispeánfainn
thaisbeánt thaispeáint
thaisbéan thaispeáin
thaithneadar thaitníodar
thaithte tháite
thaitn thaitin
thaitnfeadh thaitneodh
thalant thallann
thanadar thángadar
thanaiceas tháinig mé
thangaois tháinig tú
thangas tháinig mé
thannaic chonaic
thanuiste thánaiste
thaob thaobh
thaobhachtáil taobhú
thaoibheóchadh thaobhódh
tharac tharraingt
tharaigeadar tharraingíodar
tharaigeamair thairgeamar
tharaing tharraing
tharaingeadar tharraingíodar
tharaingeas tharraing mé
tharlamair tharlaíomar
tharlochadh tharlódh
tharraig tharraing
tharrainghte tharraingthe
tharrangta tharraingthe
tharringeas tharraing mé
tharrta tharstu
tharstú tharstu
thcífeadh d'fheicfeadh
theagadh thagadh
theaghmhaig theagmhaigh
theagmhochadh theagmhódh
theagosc theagasc
theangbhaidh theagmhaigh
theangbhuigh theagmhaigh
theasargtha theasairgthe
theasbánfadh thaispeánfadh
theastochadh theastódh
theastuig theastaigh
theatrairc theatrarc
theidheadh théadh
theidheann théann
theidiol theideal
theigheadh théadh
theighim théim
theighlach theaghlach
thetrarc theatrarc
thiachtaighthe théachta
thiagharna thiarna
thigearna thiarna
thigh-se theachsa
thighe-se thíse
thighthibh thithe
thigidís thagaidís
thigim thagaim
thiginn thagainn
thimpal thimpeall
thineóntaithe thionóntaí
thiocfidís thiocfaidís
thiochfadh thiocfadh
thirimiughadh thriomú
thiubharthá thabharfá
thiubhrthá thabharfá
thiuntuigh thiontaigh
thiúbhradh thabharfadh
thiúbhrainn thabharfainn
thogbháil thógáil
thogfadh thógfadh
thoibh thogh
thoicfadh thiocfadh
thoiligheas-sa thoiligh mise
thorm tharam
thosnuig thosaigh
thosuig thosaigh
threasgruidhmair threascraíomar
threoradh threorú
thrialas thriail mé
thrithe tríthi
throidfinn-se throidfinnse
thruaghcanta thruacánta
thruaghmhéalach thruamhéalach
thráig thráigh
thréigfinn-se thréigfinnse
thréigh thréig
thríobhtha tríothu
thuairm thuairim
thuairm-se thuairimse
thugabhair thug sibh
thugabhair-se thug sibhse
thugabhar thug sibh
thugadar-san thugadarsan
thugais-se thug tusa
thugmar thugamar
thuigean thuigeann
thuigid thuigeann siad
thuigithe thuigthe
thuirlingeadar thuirlingíodar
thuisgiona thuisceana
thuitean thiteann
thul-ganta thalcánta
thusach thosach
thágann thagann
tháingeadar thángadar
tháiniceamar thángamar
tháinid tháinig
tháinidh tháinig
tháinigeas-sa tháinig mise
tháiníc tháinig
tháinís-se tháinig tusa
tháirste thairsti
tháll thall
thána-sa tháinig mise
thánabhair tháinig sibh
thánadar-san thángadarsan
thánadas thángthas
thánag-sa tháinig mise
thánamair-ne thángamarna
tháncadar thángadar
thánga tháinig mé
thángais tháinig tú
thángamár thángamar
thánig tháinig
tháriste thairsti
thárlamar tharlaíomar
thárrnochttha tarnocht
thársta tharstu
thártháil tharrtháil
tháínidh tháinig
théam théim
théidhan théann
théidhean théann
théighdís théidís
théighid théann siad
théighidís théidís
théighim-se théimse
thíghearna thiarna
thímpaladar thimpeallaíodar
thógan thógann
thógas-sa thóg mise
thógfainn-se thógfainnse
thógfinn thógfainn
thógháil thógáil
thóighthe thógtha
thómhaisfidh fhéachfaidh
thón-ar-bogadh tóin-ar-bogadh
thórsa tharstu
thórsta tharstu
thúirlingeadar thuirlingíodar
thúirt thabhairt
thúm thum
thúnadh thuineadh
thúrfadh thabharfadh
thúrnadh thurnamh
tidhimse feicimse
tigean tagann
tighearna-talmhan tiarna talún
tighid tagann siad
tightheadh tithe
tighthibh tithe
tighthibh-ósta tithe ósta
tigid tagann siad
tigidh tagaigí
tigidhe tagaigí
tigim tagaim
tigimís thagaimis
tigmid tagaimid
timcheallaíthe timpeallaithe
timcheallta timpeallaithe
timchiolladh timpeallú
timchiolluighthe timpeallaithe
timpal timpeall
tincéar tincéir
tineóntaithe tionóntaí
tinncéar tincéir
tiobaisteach tubaisteach
tiocfaidís thiocfaidís
tiocfainn thiocfainn
tiocfaí thiocfaí
tiocfidís thiocfaidís
tiocfá thiocfá
tiodhlactha tíolactha
tiodhlactha tíolacthaí
tiompall timpeall
tionnsgáil tionscail
tionntuighidh tiontaíonn
tionntóigh tiontóidh
tirmighthe triomaithe
tiubaist tubaiste
tiubaiste tubaiste
tiubhradh tabharfaidh
tiuntuigheann tiontaíonn
tiuth tiubh
tiúbhraidh tabharfaidh
tiúsgail tionscail
tiúsgal tionscal
tiúsgalach tionsclach
tiúsgalaidhe tionsclaí
tligthe teilgthe
tláth tláith
tlúdh tlú
tnachta tnáite
tnachta traochta
tnaoidhte tnáite
tobach tobac
tobaic tobac
toghaibh-se toghsa
toghaid toghann siad
toicéad ticéad
toiltheanach toilteanach
toiltheannach toilteanach
toirmeisgthe toirmiscthe
toiseócha tosóidh
toisighgidh tosaígí
tomanta tiomanta
tomhaisigh tomhais
tomhastar tomhaistear
tonónta tionónta
toran torann
tosachaidh tosóidh
tosnuig tosaigh
tosnuíon tosaíonn
tosugadh tosú
tosuighmís tosaímis
tosócha tosóidh
trachtáil tráchtáil
traeneach traenach
trangalam tranglam
trangaláil trangláil
trangalála tranglála
trangalálta trangláilte
tranóna tráthnóna
traochtha traochta
treasgairte treascartha
treillsighthe trilsithe
Treinnseach Trionsach
treodathach trídhathach
treoiruidhe treoraí
treortha treoraithe
treáinneach treaghdánach
trialadh triaileadh
trialfimíd triallfaimid
triallaid triallann siad
triallam triallaimis
trialluid triallann siad
trialtar trialltar
triomuighadh triomú
triopalach triopallach
triopáil truipeáil
trireach tríleach
triumuigh triomaigh
troide troda
troidfí throidfí
troidid troideann siad
troididh-se troidigí
troigthe troithe
troitimíd troidimid
trom-chosach tromchosach
trom-ghoineach tromghoineach
trom-osnadh tromosna
trom-tuirseach tromthuirseach
troma-chroidheach tromchroíoch
troma-chroídheach tromchroíoch
tromachroidheach tromchroíoch
trosáilte trusáilte
trothluighthe trochlaithe
truagh-bhéalach truamhéalach
truaghbhéileach truamhéalach
truaghmhéalach truamhéalach
truaghmhéileach truamhéalach
truaighmhealach truamhéalach
truailighthe truaillithe
truailiughadh truailliú
truailiú truailliú
truallighthe truaillithe
trucaileach trucaile
trucailleach trucaile
truimide troimide
tráchdáil tráchtáil
tráchdála tráchtála
tráchtaid tráchtann siad
trágh trá
trághdála trádála
tránóna tráthnóna
tráthana tráthanna
tréachadh traoitheadh
tréadhnas tréanas
tréan-bhuilleach tréanbhuilleach
tréartha tréithe
tréig-se tréigse
tréigidh tréigigí
tréigithe tréigthe
tréigte tréigthe
tréin-fhear tréanfhear
tréin-fhir tréanfhir
tréithacha tréitheacha
trém trí mo
trés trí
trés tríd
trí-chúinneach tríchúinneach
trídeug trí déag
trímhú tríú
trínn-ne trínne
tríochadh tríochadú
tríomhad tríú
tríomhú tríú
trítha tríothu
trúmpa trumpa
tsacraimínt tsacraimint
tSagsanach Sasanach
tSagsanaigh tSasanaigh
tsean-mhnaoi tseanbhean
tsean-ollamh seanollamh
tsléibh sliabh
tsléibh tsléibhe
tslóigh tslua
tsárgint tsáirsint
tuaighe tua
tuairim's tuairim is
tuairm tuairim
tuathán tuathánach
tubiste tubaiste
tuctha tugtha
tugad tugadh
tugaidh-se tugaigíse
tugamar thugamar
tughtha tugtha
tugthaoi thugtaí
tugthar tugtar
tuig-id tuigeann siad
tuigean tuigeann
tuigfadh dtuigfeadh
tuigfeá thuigfeá
tuigfidís thuigfidís
tuigfinn thuigfinn
tuigheacht tiús
tuigid tuigeann siad
tuigidh-se tuigigíse
tuigigídh tuigigí
tuigimíd-ne tuigimidne
tuigir-se tuigeann tusa
tuigm tuigim
tuigsineach tuisceanach
tuigsiona tuisceana
tuillid tuilleann siad
tuilthe tuilte
tuisceannach tuisceanach
tuiscionacha tuisceanacha
tuiscionnach tuisceanach
tuisgiona tuisceana
tuit-ithe tite
tuiteam titim
tuitean titeann
tuitfadh dtitfeadh
tuitid titeann siad
tuitithe tite
tuitte tite
tuitín toitín
tumaill tamaill
tunónta tionónta
tunóntaí tionóntaí
tunóntaíbh tionóntaí
turcaoi turcaí
turseach tuirseach
tusach tosach
tuílte tuillte
tuínn toinn
tuínte tointe
tá-maoid táimid
táim-sé táimse
táimíd-na táimidne
táimíd-ne táimidne
táimídne táimidne
táir-ngthe tarraingthe
táirngthe tarraingthe
táisbeáin taispeáin
tálaid tálann
támaid táimid
támaoid táimid
támaoid-ne táimidne
támaoíd táimid
támuid-ne táimidne
támuidne táimidne
támuíd táimid
tán tá
tánaig tháinig
tánathas thángthas
tángamar thángamar
tánig tháinig
tárd-ollamh t-ardollamh
tárnochttha tarnocht
tárnochtuighthe tarnocht
tárnálta tairneáilte
tárnáltha tairneáilte
tárrnochttha tarnocht
tártháil tarrtháil
tárthála tarrthála
táthaoi-se tá sibhse
táthaoí tá sibh
táthaoí-se tá sibhse
táthars táthar
téagarach téagartha
téagaracha téagartha
téanaidh téanaigí
téanaidhidh téanaigí
téanaig téanaigí
téanamais téanaimis
téanaígidh téanaigí
téatracha téada
téi tae
téidheam téimis
téidhean téann
téidhid téann siad
téidhidh téigí
téidhmid téimid
téidhmis téimis
téidhmíd téimid
téidhmís téimis
téidhmís-ne téimisne
téidhre téigh
téidid téann siad
téighdís téidís
téighid téann siad
téighir-se téann tusa
téighirse téigh
téighmis téimis
téighmís téimis
téighmís-ne téimisne
téighre téigh
téigidh-se téigí
téimís téimis
téire-se téighse
téiridh téigh
téirigh-se téighse
téirigidh téigí
tífear feicfear
tífidh feicfidh
tígheacht teacht
tíghearna tiarna
tímpalach timpeallach
tímpalghearrtha timpeallghearrtha
tímpallghearradh timpeallghearradh
tímpaltha timpeallaithe
tímpealacha timpeallacha
tínteáin tinteáin
tínteán tinteán
tíodhlaicthe tíolactha
tíodhlaicthe tíolacthaí
tíoghmhasach tíosach
tír-grádhach tírghrách
tóg-se tógsa
tógaid tógann siad
tógaidh tógaigí
tógaidh-se tógaigíse
tógan tógann
tógfaí thógfaí
tógfá thógfá
tógfí thógfaí
tógtaí thógtaí
tóigeamaid tógaimid
tóigfídh tógfaidh
tóigidh tógaigí
tóirigidh tugaigí
tóirthineach toirneach
tóirthneach toirneach
tóirthnighe toirní
tómhaiste tomhaiste
tómhasfar tomhaisfear
tóradh toradh
tórraidh tórraimh
túirseach tuirseach
túirt-suas tabhairt suas
túmtha tumtha
túrnadh turnamh
túrtha tabhartha
uaidhe uaidh
uaig uaigh
uainn-na uainne
uainn-ne uainne
uaislibh uaisle
uaithbhealta uaiféalta
uasaid úsáid
uasaideach úsáideach
uatha-san uathusan
uathasach uafásach
uathbhasacha uafásacha
uathbásach uafásach
uathbásacha uafásacha
ubhairt dúirt
ughamuighthe úmtha
ughdarthásach údarásach
ughdrú údarú
ui uí
uig chuig
uile-chomhachtach uilechumhachtach
uile-chómhachtach uilechumhachtach
uilechómhachtach uilechumhachtach
uillghréasach ilghréasach
uillinneach uilleach
uillphiast ollphéist
uird oird
uireanta uaireanta
uiriste fhurasta
uiriste furasta
uirrthe uirthi
uirrthi uirthi
ullmmhuighthe ullmhaithe
ullú ullmhú
ulmhuighthe ullmhaithe
umhalughadh umhlú
umhluighid umhlaígí
umpa umpu
umárd iomard
un chun
unta iontu
unúmha ionú
