Abrán Aibreán
coinfheascar coineascar
coinfheascrach coineascrach
coingeal cuingir
coingheall coinníoll
coingheallach coinníollach
coingheoin congheoin
coinghleaca coinghleice
coingil coigil
coiniall coniall
coinicéarach coinicéir
coinigéar coinicéar
coinithe confadh
coinitheach confach
coinleacht coimhdeacht
coinleog coinlín
coinlíocht cainníocht
coinlíocht coinbhleacht
coinneal coinnle
coinnealbhádhadh coinnealbhá
coinnealbháthadh coinnealbhá
coinnealta coinníolleach
coinneamh coinmheadh
coinnibh coinnigh
coinnil connail
coinnile coinnle
coinnleach coinleach
coinnleacht coimhdeacht
coinnlín coinlín
coinnlíocht coimhdeacht
coinnmheadh coinmheadh
coinníolta coinníollach
coinscleodhach coinscleoch
coinsiais coinsiasa
coinsiasa coinsias
coinsiléir cunsailéir
cointe cúnna
cointéacs comhthéacs
coipe coipeadh
coipeáil coip
coipeáil coipeadh
coipigh coip
coipiú coipeadh
coir coirigh
coir cora
coirbeach coirb
coirbreacha coirbeacha
coirbthe coirpe
coirbtheach coirpeach
coirbtheacht coirpeacht
coircíocha coircí
coircíonta coirce
coireadh coiriú
coirice cuircín
coiricín cuircín
coiricíneach cuircíneach
coirigh ciorraigh
coiriú ciorrú
coiriúint coiriú
coirleannógach caileannógach
coirne coirneacha
coirneán cornán
coirnéalach coirnéal
coirnín cornán
coirpe coirb
coirpeach coirpe
coirpeoir coirpeach
coirpeoireacht coirpeacht
coirpiúil coirpe
coirpthe coirpe
coirptheach coirpe
coirptheach coirpeach
coirptheacht coirpeacht
coirptheoir coirpeach
coirptheoireacht coirpeacht
coirriceach corraiceach
coirricín cuircín
coirricíneach cuircíneach
coirrleach coirleach
coirt coirtigh
coirteáil coirtigh
coirteáil coirtiú
coirthe cortha
coirtheach coireach
coirtheacht corthacht
coirtheoir coiritheoir
coiréal cairéal
coiréalacht cairéalacht
coiréalaí cairéalaí
coirín curraoin
cois cos
cois-slighe coislí
coisceach coisctheach
coisceadh cosc
coiscreadh coiscriú
coiscreamh coiscriú
coiscéimneacha coiscéim
coiscéimnigh céimnigh
coiscéimí coiscéimeanna
coisdeargán cosdeargán
coisearc coisric
coisearcadh coisreacan
coiseog cuiseog
coiseogach cuiseogach
coisfhinne coisinne
coisin cosain
coisir cosair
coisméig coiscéim
coisne coiste
coisneoir coisteoir
coispeán coiscéim
coisreac coisreacan
coisreac coisric
coisreacadh coisreacan
coisreagadh coisreacan
coisreagan coisreacan
coisriceadh coisreacan
coisricean coisreacan
coistlighe coislí
coistreac coisric
coistreacadh coisreacan
coisíoch coisí
coisíseal os íseal
coitcheann coiteann
coitcheannta coitianta
coitcheanntacht coitiantacht
coitchinne coitinne
coite cúnna
coiteannas coitinne
coiteanta coitianta
coiteantacht coitiantacht
coitheán coicheán
coithrim cothroim
coithrime cothroime
coithín coicheán
coithíoch coimhthíoch
coithíos coimhthíos
colaimneach colmnach
colaimneacha coilm
colam colm
colann colainn
colbh colbha
colbha colún
colcaidh cuilce
colceathair col ceathar
colgach colgrach
colgaíocht colgaí
colgdha colgach
colgrásach colgach
colgánta colgach
coll coilleadh
colla colainne
colla colainneacha
collaidín codlaidín
collamán codlamán
collóid callóid
collóideach callóideach
colna colainne
colna colainneacha
colnaid collaid
colnaí collaí
colnaíocht collaíocht
colpa colpach
colptha colpa
colpthach colpach
com cam
com coim
coma coim
comabhrú conabhrú
comaidh cumaidh
comairce coimirce
comairghe coimirce
comann camán
comaoine comaoin
comaoineach comaoineoir
comar cumar
comh chomh
comh-airdeacht comh-airde
comhacht cumhacht
comhachtach cumhachtach
comhadh comha
comhaidh comha
comhaidheach coimhthíoch
comhaidhtheach coimhthíoch
comhairigh comhair
comhairleach comhairleoir
comhairleach comhairliú
comhairleacha comhairlí
comhairleachan comhairliú
comhaitheach coimhthíoch
comhalladh comhall
comhaltach comhallach
comhaltaithe comhalta
comhaoirde comh-airde
comhaoiseacha comhaoiseanna
comhaoistí comhaois
comhaontachas comhaontas
comhaos comhaois
comharbacht comharbas
comharc comhairc
comhardamh comhardú
comhardas comh-ardacht
comhardaíocht comh-ardacht
comharsain comharsana
comharsantacht comharsanacht
comhbhia comhbhiathú
comhbhiathadh comhbhiathú
comhbhráithreacht comhbhráithreachas
comhbhráithreas comhbhráithreachas
comhbháidh comhbhá
comhbháidheach comhbhách
comhchealg comhcheilg
comhchoitianta comhchoiteann
comhdhalta comhalta
comhfhaisnéis comhaisnéis
comhfhlaitheas comhlathas
comhfhoigse comhfhoisce
comhfhoigseacht comhfhoisce
comhfhurtacht comhfhortacht
comhgar cóngar
comhgarach cóngarach
comhgaracht cóngaracht
comhgas cógas
comhghairdeachas comhghairdeas
comhlach comhla
comhlacha comhlaí
comhladh comhla
comhlain comhla
comhlan comhla
comhleacaí comhghleacaí
comhleagadh comhleagan
comhlucht comhlacht
comhnaidhe cónaí
comhnaois comhaois
comhnaos comhaois
comhnard comh-ard
comhobóg cúbóg
comhra cófra
comhra cónra
comhracach comhraiceach
comhracha comhranna
comhraiciúil comhraiceach
comhraicí comhraiceoir
comhraicíonn comhraiceann
comhranna comhroinne
comhraíocht comharthaíocht
comhráidhteach comhráiteach
comhráidhtí comhráiteach
comhráití comhráiteach
comhthalán comhthionól
comhthrom cothrom
comlán conlán
compall compal
compar compal
compoird compord
compoirdeach compordach
compordacht compord
compordúil compordach
compán compánach
compántas compánachas
compóirt compord
compóirteach compordach
comraí coimirce
comráda comrádaí
comáil cóimeáil
comáin tiomáin
comáint tiomáint
comán camán
comóndracht comandracht
comóraigh comóir
comórú comóradh
cona cúnna
conach confadh
conaicear coinicéar
conbhrú conabhrú
conbhéile conabhéile
condae contae
condar cuntar
condáidh contae
confadhach confach
confadhamhail confach
confairt conairt
confhairt conairt
conga cuing
congabh coinnigh
congaibh coinnigh
conganta cúnta
congantach cúntach
congantóir cúntóir
congbháil coinneáil
congbhála congbhálacha
congbhálach coinneálach
congbhálaí coinneálaí
conghal conghail
conghreabhaid conaghreabhaid
congnamh cúnamh
conlach coinleach
conlach conlú
conlacht conlach
conláisteacht conláiste
conn ceann
connalbhas connailbhe
connarthóir conraitheoir
connlach coinleach
connlacht conlach
connlacht conlacht
conntar cuntar
conphian conaphian
conráideach conróideach
consabal constábla
consailéir cunsailéir
consain consan
conscair coscair
conscairt coscairt
conspóidíocht conspóideacht
constrabháil construáil
constrabhálaí construálaí
constráil construáil
constrálaí construálaí
contabhairt contúirt
contabhairteach contúirteach
contanás cuntanós
contanásach cuntanósach
contanós cuntanós
contanósach cuntanósach
contraphointe cuntraphointe
contraphointeach cuntraphointeach
contrapháirt cuntrapháirt
contrárdha contrártha
contrárdha contrárthacht
contrárdhacht contrárthacht
contúirt cuntar
contúrtach contúirteach
contúrthach contúirteach
conórach cunórach
conórtas cunórtas
conús cunús
copaigh coip
coparas coparás
coparós coparás
copras coparás
coprós coparás
copán capán
copán cupán
copógach copóg
copú coipeadh
cor cur
cor gor
corach cora
coracha coraí
coradh cora
coradha coraí
coraice corraic
coraidh cora
coraidh cortha
coraigh cora
coraigh corraigh
corainn cora
corann cora
corann coróin
coranna coraí
coranta curata
corantacht curatacht
coraíocha corthaí
coraíocht curaíocht
corbh cabhar
corca curca
corcair corcra
corcair corcraigh
corcal corcach
corcanna coirc
corcar corcair
corcar corcra
corcardha corcra
corcrach corcra
corcáil cácáil
corcóg coirceog
corcógach coirceogach
corgas carghas
corghas carghas
corgáil cargáil
corm coirm
cormhogal carrmhogal
cornaigh corn
cornal coirnéal
cornáil corn
corpadóir coirpeach
corpalach corplach
corpartha corpanta
corparás corparáil
corpaí corpanta
corpordha corpartha
corpordhacht corparthacht
corpráid corparáid
corprás corparáil
corpánta corpanta
corr coirre
corr corradh
corra coirre
corra corr
corrac corraic
corrachán curachán
corraduanóg corraghiob
corraic curca
corraice corraic
corraiceach curcach
corraiceog corraic
corraicín carraigín
corraicín cuircín
corraicíocht corraiceacht
corranna corra
corraníocht corradh
corraí corra
corraíd corraíl
corrbhuaic corrabhuais
corrbhuais corrabhuais
corrbhuaiseach corrabhuaiseach
corriasc corr riasc
corrlach coirleach
corrmhéiniúil corrmhéineach
corrmhíoltóg corrmhíol
corráid corraíl
corróg caróg
corrú corraí
corta coirte
cortacha coirteacha
cortadh coirtiú
cortha coire
cortha coireanna
corthach coireach
corthacha coireanna
corthara corthaire
corthara corthairí
corthartha corthaire
corthartha corthairí
coráisteach coráistiúil
corástúil coráistiúil
coróg caróg
coróg corróg
coróin corónaigh
coróine corónach
coróineach coróin
coróineacha corónacha
coróinigh corónaigh
coróinn coróin
coróinnigh corónaigh
cosabacóid cos bhacóide
cosard os ard
cosc coisc
coscadh cosc
coscar coscairt
coscarthach coscrach
coscradh coscairt
cosmhail cosúil
cosmhaile cosúlacht
cosmhaileacht cosúlacht
cosmhaileas cosúlacht
cosmhalacht cosúlacht
cosnaigh cosain
cosnamh cosaint
cosnamhach cosantach
cosnamhaí cosantóir
cosráil cosaráil
cosrálaí cosarálaí
costaiseach costasach
costarnocht cosnochta
costasúil costasach
costasúlacht costasacht
costriomach costirim
cosúil cosúlaigh
cosúilt cosúlacht
cothabháil cothaigh
cothabháil cothú
cothach cuthach
cothalán comhthionól
cothaíocht cothaitheacht
cothghail cothabháil
cothroimeacht cothroime
cothromach cothrom
cothromacht cothroime
cothromacht cothromaíocht
cothromaitheoir cothromóir
cotháil cothabháil
cotháilt cothabháil
cothálach cothabhálach
cothán cochán
crabaireacht grabaireacht
crabanta cabanta
crabhait crabhaitéal
crabhat carbhat
crag cnag
craibeadán crabadán
craibhtéal crabhaitéal
craicniúil craicneach
craidhreacán craobhraic
craidhstín crístín
craig creig
craimsigh aimsigh
crainnce crunca
crainncín crunca
crainnigh cranraigh
crainnscín cnáiscín
crainnte crainn
craintigh crandaigh
craipleach crapallach
craipleacha crapaill
craipleachán craplachán
craipligh craplaigh
craipléir craplachán
craiplíneach craplachán
craith croith
cramba crampa
crambaidh crampa
cramhóg crumhóg
cramp cnap
crampa cnap
crampach cnapach
crampach crampánach
crampán cnapán
crampán crampánach
crampán crompán
crancadh cnagadh
crancaire cancrán
crandachán crandán
crandailín crandán
crandóir crandúir
crang cnag
crangach cnagach
crangadh cnagadh
crangadóireacht cnagaireacht
crangaire cnagaire
crangairt cnagaireacht
crangarnach cnagarnach
crannaigh crandaigh
crannaigh cranraigh
crannaíolach crannaíl
cranntabhaill crann tabhaill
cranntairle crannseile
crannán crandán
crannán crannóg
crannán crónachan
craobh craobhacha
craobha craobhacha
craobhracán craobhraic
craobhscaoilteach craobhscaoilte
craobhán craobhóg
craodóg craodó
craoibhreadh craobhra
craoil craol
craorac craorag
craosach craosaire
craosachán craosaire
craosaí craosaire
craosmhaireacht craosaireacht
craosmhar craosach
craosta craosach
craosán craosaire
craosánach craosaire
crap cnap
crapachán craplachán
crapsholas clapsholas
craptha cnaptha
crapán cnapán
crapánach cnapánach
crasóg crosóg
cratar crotal
crathach crothach
crathacha croíthe
crathadh croitheadh
crathán crothán
creabhadóir cneámhaire
creabhadóireacht cneámhaireacht
creacaire reacaire
creach creachadh
creachaide creachán
creachaill cearchaill
creachaire creachadóir
creachaireacht creachadóireacht
creachlaoiseacha creachlaoisí
creachnaois creachlaois
creachtóir creachadóir
creafadach creathadach
creafadaíl creathadach
creafaire creathaire
creag creig
creagaire cnagaire
creagairneacht creagaireacht
creaganta creagánta
creagar criogar
creagánach creagánta
creaipligh craplaigh
creamhaire cneámhaire
creamhaireacht cneámhaireacht
creamhán cneamhán
creanais cleathainsí
creangadán cnagadán
creanúint creanadh
creapaill craplaigh
creapall crapall
creapaltán craplachán
creapladh craplú
creas creasa
creasa criosanna
creasach criosach
creasán crosán
creata creat
creatacha creataí
creatair creadair
creatalach creatlach
creath creat
creatha creathanna
creathadaíl creathadach
creatharnach creathadach
creathaí creathanna
creathnaitheach creathnach
creathrach crithreach
creathán creachán
creathán crothán
creatán creatachán
creidbheáil creidiúint
creideamhach creidmheach
creidhill craol
creidhill creill
creidiúnachas creidiúnacht
creidiúnas creidiúnacht
creidmheacha creidimh
creidsin creidiúint
creidsint creidiúint
creidsiúint creidiúint
creidthe creidte
creidíocha creidimh
creigeach creagach
creigeacha creaga
creigeanna creig
creim creimeadh
creimeach creimneach
creimeannach creimneach
creimigh creim
creimirt climirt
creimirt creimeadh
creimitheach creimneach
creimseáil creim
creimtheach creimneach
creinn crinn
creistint creidiúint
creistiúint creidiúint
creite creata
creithinisí cleathainsí
creithir crithir
creithnigh creathnaigh
criadh cré
criadha créúil
criadhaidhe créúil
criaga créúil
criaidh cré
criathair criathraigh
criathairt criathrú
criathar criathrach
criathradh criathrú
crib cruib
cridhe croí
crigín cnaigín
crincleach cringleach
crinn creim
crinnire creimire
criocaire criogar
criocar criogar
criocard criogar
criochán creachán
criocóid criogar
criog cniog
crioga cnoga
criogaide cniogaide
criogaire creagaire
criogaireacht creagaireacht
criogán creagán
criogán criongán
criogánach creagánta
criogóg cniogóg
criosa creasa
crioslach crios
criostalach criostalta
criosóg crosóg
crioth crith
criothach creathach
criothadh crith
criotharnach creathadach
criothlán creathán
criothnaigh creathnaigh
criothrach crithreach
criothán creathán
criothánach creathánach
criotán creatachán
criotánach creatach
cripligh craplaigh
cripíd clupaid
criteáil cniotáil
critheacha creathanna
critheadh crith
critheán creathán
critheánach creathánach
crithir crithreach
criúg cnag
criúgairt cnagaireacht
crobhang crobhaing
crobhnasc cornasc
croc croca
crochadóir crochadh
crochaidh crochta
crochaire crochadóir
crochaireacht crochadóireacht
crochtóir crochadóir
crocán corcán
crodhanna croidh
croga cnoga
croga croca
croga gogaide
crogán crocán
croibhe croibh
croiceann craiceann
croiceannúil craicneach
croich croch
croichleamán croithleán
croicneach craicneach
croicniúil craicneach
croicín cuircín
croidhe croí
croidheamhail croíúil
croidheamhlacht croíúlacht
croidheog croíóg
croidheán croíán
croidhléis croíléis
croidhléiseach croíléiseach
croidhreac craorag
croigear criogar
croimbéal croiméal
croimeasc cornasc
croinicil croinic
croinicí croiniceoir
croinicíocht croiniceacht
crois cros
croisíneacht croisínteacht
croith croch
croitheach crothach
croitheadh crochadh
croitheal croithleán
croitheán crothán
croithleamán croithleán
cromadaíl cromadach
cromaide cromada
cromara cromada
cromaíl cromadach
cromnasc cornasc
crompán crampán
crománta crománach
cron cronaigh
cronadh cronú
cronaoid cron
cronaí cron
cros crosadh
crosmair cosamar
crostáil crostacht
crostáilte crosta
crostálaí crostóir
crostáltacht crostacht
crostúil crosta
crostúlacht crostacht
crosán crosaire
crot cruit
crot cruth
crotach cruiteach
crotach cruthúil
crotachán cruiteachán
crotaon cruth daonna
crotar crotal
crotha crutha
crotha cruthanna
crothach cruthach
crothadh croitheadh
crothaigh cruthaigh
crothaíocht cruthaíocht
crothnaigh cronaigh
crothnaigh cruthaigh
crothnú cronú
crothnú cruthú
crothóg caróg
crothúil cruthúil
croíbhristeach croíbhriste
croíleachán croíleacán
croíochán croíleacán
croíonna croíthe
croíte croíthe
croítheacha croíthe
crua cruachan
cruach crobh
cruach cuach
cruachaint cruachan
cruachtaint cruachan
cruadal comhluadar
cruadas cruas
cruadhach cruach
cruadhachan cruachan
cruadhacht cruacht
cruadhaigh cruaigh
cruadhas cruas
cruadháil cruáil
cruadhálach cruálach
cruadhálacht cruálacht
cruadhán cruán
cruadhóg cruóg
cruadhógach cruógach
cruadhú cruachan
cruadáil cruáil
cruadálach cruálach
cruagáil cruáil
cruagálach cruálach
cruagán cruán
cruaichte crua
cruaichteacht crua
cruaidh crua
cruaidh cruach
cruaidhe crua
cruaidhe cruach
cruaiteán cruaiteachán
cruaiteán cruatan
cruasach crua
cruasta crua
cruatalán cruatan
crudh crodh
crudh crú
cruga cnoga
cruibeach cruibe
cruibeacha cruibeanna
cruibhtín croiftín
cruibidín cruipidín
cruiceach corraiceach
cruiceadh gróigeadh
cruiceog coirceog
cruideán cruidín
cruife crúite
cruimeasc cornasc
cruimhdeog crumhóg
cruimhe cruimheanna
cruinneacht cruinne
cruinneacht cruinneas
cruinneachán cruinneagán
cruinneachán cruinneán
cruinneadas cruinneas
cruinneasc cornasc
cruinneasúil cruinneasach
cruinneáil cruinniú
cruinneáilt cruinniú
cruinneán cruinneagán
cruinniúcha cruinnithe
cruip-eannach cruipinneach
cruipíneach cruipinneach
cruiscearach cuiscreach
cruit creat
cruite crúite
cruith cruimh
cruithe crúite
cruitheach cruimheach
cruitheacha crúite
cruitheachán cruimheachán
cruithneachta cruithneacht
cruithneachtan cruithneachta
cruitín cuirtín
crumha cruimheanna
crumplálaí crompánaí
crumpálaí crompánaí
crunga cnoga
crup crap
crupach crupánach
crupadh crapadh
crupaide crupach
crupaire crupach
crutachán cruiteachán
crutaon cruth daonna
cruth crú
cruthachtáil cruthú
cruthantaiseach cruthanta
cruthnaigh cruinnigh
cruthnaigh cruthaigh
cruthnaitheoir cruthaitheoir
cruí crúite
cruóg crua-ae
crábán cábún
crágachán crágálaí
crágaire crágálaí
crágaíl grágaíl
cráibhtheach cráifeach
cráibhtheacht cráifeacht
cráidh cráigh
cráifis cráifisc
cráifisceacha cráifisceanna
cráinbhean crannbhean
cráinfhear crannfhear
cráinseile crannseile
cráinseileach crannseileach
cráir cnámhair
cráiteálaí cráiteachán
cráiteán cráiteachán
cráiteánach cráiteachán
cráiteánaí cráiteachán
cránta cránacha
cráscal cradhscal
crátaire cráiteachán
créabhach créúil
créach créúil
créachtmhar créachtach
créachtnaigh créachtaigh
créadhach créúil
créadhumha cré-umha
créatúir créatúr
créatúireacha créatúir
créatúlacht tréatúlacht
créibhric craobhraic
créim creim
créim creimeadh
créimeach creimneach
créithir criathair
créithir criathraigh
créithirt criathrú
créithre criathair
crí críche
crígh críoch
críghe críche
críléis croíléis
críléiseach croíléiseach
críneacht críne
críoch críochaigh
críochain críochnaigh
críochaire críochadóir
críochaireacht críochadóireacht
críochanna críocha
críochantóireacht críochantacht
críon críonach
